State_Num,City_Num,EMPLOYER_num,OCCUPATION_num,party_label
5,1051,1,1,0
17,127,3,3,0
7,2388,1,1,0
37,260,5,1,0
5,20,2,2,1
12,950,6281,32,1
12,3261,5650,3653,1
19,4402,2,2,1
35,6449,1,1,0
15,387,2,2,1
21,1958,1,1,0
24,7764,1,1,0
6,331,1,1,0
12,119,2,2,1
12,1175,2,2,1
21,76,1,1,0
12,1141,3,2,1
4,98,4,35,1
24,4886,1,1,0
18,38,1,1,0
5,376,1,1,0
45,1231,2,2,1
7,3776,1,1,0
5,376,4,424,0
4,98,2,2,1
7,1039,1,1,0
10,4088,1,1,0
16,1725,2,2,1
40,7883,5,1,0
27,37,414,1994,0
12,3875,3,1,0
19,614,29490,11997,1
19,2306,2,2,1
6,1685,13342,2052,0
40,265,5,1,0
35,7117,1,1,0
7,1967,4,346,0
37,2916,2,2,1
21,132,4,5,1
6,1969,14775,47,0
45,12758,18451,6485,1
12,1192,1,1,0
3,606,1,1,0
12,2383,2,2,1
9,11,1,1,0
16,2956,423,4,0
40,6663,1,1,0
15,2294,3,2,1
36,486,2,2,1
8,10,5,2,1
44,5523,1,1,0
20,3078,142,521,1
13,379,2,2,1
7,361,1,1,0
21,113,2,2,1
6,449,1,1,0
6,1060,1,1,0
6,147,1,1,0
19,585,1,1,0
17,35,2,2,1
2,1363,1,1,0
17,127,23543,6,0
8,10,66,24322,1
37,565,575,751,1
2,2,4,48,1
36,247,2,2,1
16,5199,2,2,1
4,98,2,2,1
12,234,1,1,0
6,124,1,1,0
14,25,40895,28192,1
28,428,4,20,0
38,726,5,2,1
5,830,2,2,1
2,5360,2,2,1
24,2477,17662,1,0
12,3036,5,2,1
39,1926,5,2,1
7,502,2,2,1
12,628,182,625,1
9,6463,1,1,0
36,580,1,1,0
12,7373,1,1,0
18,38,2,2,1
5,45,20454,5,0
21,76,1,1,0
5,127,24781,7,1
6,255,1,1,0
10,8336,4350,5778,1
12,585,83956,12,0
17,1161,5,1,0
12,1577,1,1,0
12,430,103,34181,0
5,127,42648,254,0
5,846,2,2,1
33,5763,3,1,1
23,1993,1,1,0
21,134,1,1,0
28,4445,3,1,1
17,2554,1,1,0
12,263,54936,13,1
1,1,51485,14029,1
23,887,2,2,1
12,4769,1,1,0
12,1141,5,1,1
12,950,2,2,1
17,7416,3,2,1
37,3616,3116,290,1
7,1619,1,1,0
36,10852,1,1,0
5,846,256,22,1
15,3629,1,1,0
5,186,1,1,0
12,146,2,2,1
12,3516,29081,11,1
12,1441,3,2,1
12,2136,4,8,1
38,3241,2,2,1
26,3473,1,1,0
12,1141,5,1,1
3,8560,2,2,1
12,1307,2,2,1
26,7381,4,69,0
5,45,68687,15,0
6,169,1,1,0
21,782,2,1,1
20,944,2,2,1
6,461,1,1,0
15,164,3,1,1
6,62,1,1,0
37,2916,5,2,1
38,463,1,1,0
40,4383,27113,11118,1
40,367,2,2,1
39,3311,3,2,1
40,762,1196,7960,0
4,1711,2,2,1
19,4402,3590,5,1
2,2,1,1,0
28,1007,147614,4,1
4,338,7131,769,1
3,2767,432,360,1
19,434,9297,8,0
12,4841,1,1,0
21,134,1,1,0
21,782,1,1,0
19,302,7,18,0
16,1335,37322,16,0
24,1429,63806,19634,0
38,3440,1,1,0
27,37,3492,2646,0
35,8562,1,1,0
6,461,2,2,1
12,2723,5,2,1
28,3027,2,2,1
21,3143,1,1,0
5,839,1,1,0
4,326,1,1,0
7,1879,1,1,0
16,1821,4,5,1
22,2716,668,1119,1
5,43,1,1,0
6,169,847,178,0
2,2,5,1,1
5,930,1,1,0
5,2540,1,1,0
14,25,5,2,1
38,797,2,2,1
17,11803,2,2,1
47,1915,1,1,0
21,112,4,11,0
2,2,61950,1913,1
12,1192,40,5,1
48,600,191506,105,0
50,281,2,2,1
16,898,4,20,1
44,1968,2,2,1
5,855,12111,9,0
34,173,185161,110,1
40,1953,11,753,0
12,3442,2,2,1
22,325,1,1,0
33,678,23279,3984,0
5,737,29476,162,1
12,3290,4,30,1
4,98,1,1,0
12,48,1,1,0
6,3785,1,1,0
11,14,5,2,1
42,281,31102,11,1
24,8245,1,1,0
17,316,4,5,0
24,1502,1,1,0
16,3709,29328,36,1
6,1965,69165,27,0
24,1013,2,2,1
19,1902,3,3,1
16,100,15945,4,1
17,4513,2,2,1
10,3772,3,1,1
12,7765,1,1,0
28,2570,1,1,0
32,3802,1,1,0
12,193,2,2,1
12,180,2,2,1
39,12483,3,3,1
15,164,50640,513,1
37,1314,3,1,1
7,470,1,1,0
19,7771,4,119,1
21,132,2,2,1
2,2735,4,27,1
12,1474,3,2,1
38,8762,1103,253,1
1,350,71144,25026,0
17,309,6639,343,1
3,3060,1,1,0
16,100,2,2,1
21,134,1,1,0
12,4491,1,1,0
3,603,2,2,1
6,4655,2,2,1
5,258,55175,2090,0
2,2,4,39,1
2,2,4,20,1
3,44,2,2,1
5,1041,1440,11,0
12,1192,82377,261,1
17,2554,2,2,1
12,1192,3,1,1
12,823,3,2,1
9,8992,2,2,1
19,302,5,2,1
42,402,5,1,0
23,3425,1,1,1
21,134,1,1,0
6,2074,1,1,0
12,3260,2,2,1
7,3792,1,1,0
3,3215,1,1,0
2,2580,1,1,0
12,1409,5,1,1
16,78,16661,457,0
3,111,6680,4,1
27,1367,2,1,1
15,403,11011,348,0
26,4551,1,1,0
12,1622,2,2,1
12,950,1202,1510,1
12,3302,2,2,1
20,154,3,2,1
6,587,1,1,0
37,5268,21518,2358,0
15,382,2,2,1
2,2,6484,1047,1
16,590,1,1,0
17,316,6,216,1
22,2154,85905,4979,0
5,1151,1,1,0
28,1812,1,1,0
40,159,1,1,0
15,107,2,2,1
40,3950,4,5,0
2,537,5,2,1
32,5304,1,1,0
23,4372,5,2,1
40,367,3,3,1
11,14,2,2,1
15,371,874,38,1
48,10317,57604,52,0
46,2764,2,2,1
37,689,4,8,0
2,2318,1147,121,1
19,900,5,2,1
7,1481,4,2464,1
5,2743,2,2,1
12,1370,529,7,1
37,3728,2,2,1
17,1275,2,2,1
37,302,4,31,0
2,2,119566,11,1
21,134,1,1,0
14,288,55878,4858,0
4,283,1551,879,0
40,221,244,173,1
22,56,6,19,1
38,2734,2,2,1
15,315,2,2,1
16,6994,2,2,1
2,1599,2,2,1
6,1332,1,1,0
2,202,2,2,1
6,16427,5828,2162,1
24,943,4502,618,0
2,339,93105,27,0
27,37,2,2,1
51,3349,1,1,0
5,20,9,43,0
12,193,28862,3817,1
40,11363,3,2,0
12,67,26441,235,1
12,110,1850,440,0
16,974,1,1,0
17,3677,5,2,1
6,936,1,1,0
28,1948,248,146,1
10,13,46552,26,0
11,14,4,8,1
12,33,2,2,1
44,890,3,1,1
17,609,1,1,0
39,1154,1,1,0
6,771,1,1,0
2,1288,57783,66,1
12,189,18,1690,1
17,3677,2,2,1
32,1010,1,1,0
42,772,1,1,0
12,67,91310,7,1
40,2623,2,2,1
25,3423,3,2,1
27,37,187427,35,0
27,1466,161,10,1
5,1982,1,1,0
9,788,1,1,0
10,13,2,2,1
28,2502,1,1,0
12,1175,8187,28,1
17,1612,1,1,0
2,202,42,187,1
17,148,2,2,1
26,251,202,815,0
24,3783,91382,34,0
12,220,2,2,1
41,3708,1,1,0
28,519,3,2,1
37,437,1,1,0
37,668,5,1,1
6,6861,1,1,0
37,2174,1,1,0
34,172,1,1,0
12,1610,4846,19331,0
37,668,1053,53,0
12,193,73,5,0
13,3787,5,1,0
38,1835,1,1,0
5,923,1,1,0
12,4248,4,9,1
21,1958,1,1,0
5,920,16292,4624,0
14,25,2,2,1
9,5888,4,1239,0
20,870,745,36,1
14,27,22,4,1
12,193,4,30,1
5,921,1,1,0
38,8882,1,1,0
17,35,3,3,1
4,161,2,2,1
36,75,4,47,1
39,692,1,1,0
3,2912,1,1,0
15,107,3,1,0
33,5780,241,330,1
17,35,32355,1017,1
6,2931,24617,73,1
28,2228,7,18,0
12,453,1,1,0
40,668,1,1,0
19,6198,4,110,1
12,193,77080,20,1
26,1870,1,1,0
5,359,404,2069,1
37,934,2,2,1
5,3114,1,1,0
6,1464,1,1,0
12,220,4,73,0
37,4408,4,7018,0
20,5389,1,1,0
5,66,1,1,0
38,1629,1,1,0
10,3839,25327,58,0
2,5377,17,4,1
21,782,1,1,0
47,2551,128267,21,0
40,1675,1,1,0
12,1441,3,3,1
5,1044,3,2,1
12,192,4,6272,1
12,239,3,2,0
12,1000,3,15268,0
12,232,2,2,1
22,1018,240,1,1
12,847,3,3,1
40,5395,2,2,1
28,840,786,15,0
21,132,4,2096,1
38,1835,2,2,1
8,810,2,2,1
7,1619,1,1,0
22,2158,2,2,1
5,45,1,1,0
21,152,226,2,1
2,1079,1,1,0
28,428,4,10,1
23,2412,2,2,1
37,6832,2,2,1
5,376,2,2,1
38,5275,3,2,1
12,223,2,2,1
47,1666,1,1,0
5,432,2,2,1
9,391,1,1,0
20,127,3,2,1
35,681,1,1,0
4,1564,2,2,1
14,25,2,1,1
5,1389,1,1,0
5,864,1,1,0
37,1475,3,2,1
2,2,4,30,1
5,897,1,1,0
2,2,4,32,1
10,5086,1,1,0
4,9352,308,23,0
35,3252,2,2,1
12,67,1,1,0
7,5167,4,4,0
38,4229,1,1,1
2,3416,2,2,1
28,428,1163,10,1
2,1099,1,1,0
12,1352,2,2,1
16,898,1,1,0
15,578,144,188,0
7,3776,1,1,0
12,186,1,1,0
7,470,1,1,0
5,1168,5,2,1
40,6182,1,1,0
12,2604,3294,2747,0
12,220,2,2,1
5,783,1,1,0
14,27,4,8,1
9,6463,1,1,0
15,382,2,2,1
24,6715,1,1,0
5,839,1,1,0
6,169,2,2,1
37,2682,2,2,1
5,20,2,2,1
38,118,2,2,1
44,339,2,2,1
17,531,5,2,1
7,1879,1,1,0
32,1371,1,1,0
5,2182,94577,47,0
3,3215,1,1,0
12,225,52086,538,0
17,35,79670,21,0
3,2967,2,2,1
37,692,2,2,1
12,217,2,2,1
3,54,2,2,1
17,1555,3,1,1
44,2071,1,1,0
35,3350,1,1,0
2,15612,2,2,1
6,456,1,1,0
5,8162,1,1,0
29,997,3,3,0
20,3190,2,2,1
12,10351,106641,15,1
16,301,5,2,1
34,3691,1,1,0
22,894,4,274,0
6,461,2,2,0
28,887,1,1,0
37,9676,5,1,1
22,1424,1,1,0
12,180,6426,34,1
15,371,2,2,1
10,6248,1,1,0
40,1675,1,1,0
5,776,1,1,0
12,950,2,1,1
20,1934,631,8,1
21,1526,1,1,0
40,367,16412,140,0
19,162,10768,5,0
22,3982,5,2,1
12,1175,2,1,1
6,336,1,1,0
28,6451,4,21635,1
22,1987,194544,2723,1
16,3868,82161,58,1
16,1138,2,2,1
26,4857,1,1,0
35,2067,5,25,1
5,855,4,40,0
4,1701,1,1,1
5,43,2,2,1
28,6368,3,3,0
12,3516,1,1,0
21,144,1,1,0
21,3604,6315,62,1
17,35,1,1,1
33,1865,133,5,1
18,38,1,1,0
42,281,2,2,1
24,3757,1,1,0
4,1290,3,2,1
47,1242,1,1,0
6,461,2,2,1
2,2,606,729,1
35,681,33896,11,0
6,461,5,620,0
39,4042,2,2,1
6,461,2,2,1
12,220,1,1,0
6,489,3205,75,1
39,2824,1,136,1
12,193,4,248,1
18,486,3,2,1
3,3105,2,2,1
6,402,1,1,0
2,495,1,1,0
20,106,5,1,1
12,8806,11224,77,1
12,204,3,2,1
5,2282,1,1,0
51,2936,1,1,1
6,5785,381,9,1
21,556,2,2,1
42,1702,1,1,0
4,1946,20040,9277,1
25,4187,4,93,1
37,668,5,2,1
